Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine,Brand
Citroen C1,10000.0,2021,3840.0,Manual,Petrol,4.0,1.0,5.0,1.0,Citroen
Citroen C3 Aircross,13500.0,2022,12852.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Dacia Duster,11488.0,2020,28754.0,Manual,Petrol,5.0,1.0,5.0,1.0,Dacia
Volkswagen T-Cross,20821.0,2021,16401.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Volkswagen
MG MG4,18042.0,2022,20688.0,Automatic,Electric,5.0,1.0,5.0,,MG
SEAT Ateca,15540.0,2019,30997.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,SEAT
Dacia Sandero Stepway,12579.0,2022,10748.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Dacia
Renault Megane E Tech,25250.0,2022,2938.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Audi Q3,32000.0,2019,24303.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Kia Stonic,14540.0,2019,14854.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Kia
Hyundai Kona,18118.0,2020,38869.0,Automatic,Electric,5.0,1.0,5.0,,Hyundai
Cupra Leon,25000.0,2023,4998.0,Manual,Petrol,5.0,1.0,5.0,1.5,Cupra
Volkswagen T-Roc,17995.0,2018,44743.0,Manual,Petrol,5.0,2.0,5.0,1.5,Volkswagen
Kia Sportage,13250.0,2018,42289.0,Manual,Petrol,5.0,2.0,5.0,1.6,Kia
Honda HR-V,29011.0,2023,2285.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Toyota Yaris,17490.0,2021,11574.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Kia Niro,19990.0,2020,13641.0,Automatic,Hybrid,5.0,2.0,5.0,1.6,Kia
Citroen C3,11200.0,2021,10371.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Nissan Juke,26495.0,2023,95.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Nissan
Renault Megane E Tech,25500.0,2022,9445.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Kia Sportage,16250.0,2018,33471.0,Manual,Diesel,5.0,2.0,5.0,1.6,Kia
Volkswagen Taigo,24749.0,2023,4000.0,Automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Renault Megane,19241.0,2021,7209.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Renault
Nissan Leaf,13850.0,2020,19425.0,Automatic,Electric,5.0,2.0,5.0,,Nissan
MG ZS,12340.0,2020,33040.0,Manual,Petrol,5.0,1.0,5.0,1.5,MG
Renault Arkana,20550.0,2022,7348.0,Semi-automatic,Hybrid,5.0,1.0,4.0,1.6,Renault
Renault Koleos,17200.0,2020,18499.0,Automatic,Diesel,5.0,1.0,5.0,1.7,Renault
Renault Captur,18800.0,2022,9255.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Renault
Renault Clio,14600.0,2021,1457.0,Manual,Petrol,5.0,1.0,5.0,1.0,Renault
Renault Zoe,13250.0,2022,9304.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Renault Arkana,19741.0,2022,4191.0,Semi-automatic,Hybrid,5.0,2.0,4.0,1.6,Renault
Volkswagen T-Roc,20245.0,2021,19324.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Kia Niro,14210.0,2017,40071.0,Automatic,Hybrid,5.0,2.0,5.0,1.6,Kia
Volkswagen Golf,13745.0,2019,31000.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Renault Zoe,12550.0,2022,15767.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Renault Megane E Tech,25500.0,2022,5921.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Peugeot 408,34525.0,2023,4278.0,Semi-automatic,Hybrid,5.0,2.0,5.0,1.6,Peugeot
Citroen C3,11200.0,2021,10371.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Nissan Juke,26495.0,2023,95.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Nissan
Renault Megane E Tech,25500.0,2022,9445.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Skoda Scala,20000.0,2023,4998.0,Manual,Petrol,5.0,1.0,5.0,1.5,Skoda
Nissan Leaf,15690.0,2020,10454.0,Automatic,Electric,5.0,1.0,5.0,,Nissan
Nissan Qashqai,20341.0,2022,11452.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Honda Jazz,20000.0,2020,12463.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Volkswagen Tiguan,28651.0,2020,14000.0,Semi-automatic,Diesel,5.0,1.0,5.0,,Volkswagen
Volkswagen ID.5,42000.0,2023,10.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Volkswagen Polo,18061.0,2022,5722.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Volkswagen T-Roc,16999.0,2021,17865.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Nissan Qashqai,20384.0,2022,19545.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Toyota C-HR,18490.0,2019,20401.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Hyundai IONIQ,14792.0,2020,16426.0,Automatic,Electric,5.0,1.0,5.0,,Hyundai
Toyota Corolla,27190.0,2023,8921.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Toyota
Renault Zoe,11550.0,2021,22077.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Renault Zoe,11550.0,2021,30365.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Renault Zoe,11738.0,2021,15296.0,Automatic,Electric,5.0,1.0,5.0,,Renault
SEAT Leon,8111.0,2016,75301.0,Manual,Diesel,5.0,3.0,5.0,1.6,SEAT
Kia Stonic,19000.0,2022,20003.0,Automatic,Hybrid,5.0,2.0,5.0,1.0,Kia
Nissan Juke,15334.0,2021,12955.0,Manual,Petrol,5.0,1.0,5.0,1.0,Nissan
Nissan Juke,22785.0,2023,137.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Nissan
Nissan Qashqai,21179.0,2022,10998.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Volkswagen Polo,16421.0,2022,5952.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Citroen C4 Cactus,10800.0,2019,19073.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Volkswagen ID.4,29001.0,2023,6194.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Volkswagen Golf,19401.0,2020,19741.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Kia Sportage,12000.0,2017,37613.0,Manual,Diesel,5.0,2.0,5.0,1.7,Kia
Vauxhall Crossland,14000.0,2021,10423.0,Manual,Diesel,5.0,1.0,5.0,1.5,Vauxhall
Kia Rio,14789.0,2021,10684.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Kia
Honda Civic,16750.0,2019,14599.0,Manual,Petrol,5.0,2.0,5.0,1.0,Honda
Honda Jazz,19250.0,2021,25355.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Volkswagen Polo,19382.0,2023,5968.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Volkswagen Golf,13495.0,2019,42300.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Honda Civic,11950.0,2018,19839.0,Manual,Petrol,5.0,2.0,5.0,1.0,Honda
Toyota C-HR,16025.0,2020,38086.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Volkswagen Golf SV,12370.0,2019,66043.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Toyota C-HR,15816.0,2020,41386.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Hyundai IONIQ,14879.0,2021,44650.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Hyundai
Audi A1,18400.0,2022,10998.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Toyota C-HR,15662.0,2020,43371.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Renault Captur,10646.0,2019,31282.0,Manual,Diesel,5.0,1.0,5.0,,Renault
Ford EcoSport,8459.0,2017,43000.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Peugeot 3008,9557.0,2016,22640.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Dacia Jogger,17418.0,2022,5825.0,Manual,Petrol,7.0,1.0,5.0,1.0,Dacia
Honda HR-V,15000.0,2018,16208.0,Manual,Diesel,5.0,1.0,5.0,1.6,Honda
Fiat 500,12900.0,2020,12993.0,Semi-automatic,Petrol,4.0,1.0,3.0,1.2,Fiat
Kia Picanto,9980.0,2020,7871.0,Manual,Petrol,4.0,1.0,5.0,1.0,Kia
Renault Arkana,29495.0,2023,11.0,Semi-automatic,Hybrid,5.0,1.0,4.0,1.6,Renault
Dacia Sandero,13433.0,2023,1482.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Dacia
Renault Zoe,11591.0,2020,21202.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Renault Zoe,11517.0,2020,16586.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Volkswagen T-Roc,16995.0,2020,30384.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Nissan Qashqai,20495.0,2022,6896.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Kia Stonic,16500.0,2021,24987.0,Automatic,Hybrid,5.0,2.0,5.0,1.0,Kia
Skoda Kamiq,18590.0,2023,3998.0,Manual,Petrol,5.0,1.0,5.0,1.0,Skoda
MG ZS,12798.0,2021,28884.0,Manual,Petrol,5.0,2.0,5.0,1.5,MG
Nissan Qashqai,18795.0,2022,6547.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Renault Arkana,20300.0,2023,14986.0,Semi-automatic,Hybrid,5.0,1.0,4.0,1.6,Renault
Nissan X-Trail,11545.0,2016,76478.0,Automatic,Diesel,5.0,2.0,5.0,1.6,Nissan
Peugeot 3008,16990.0,2021,46574.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Toyota GR Supra,46989.0,2023,4182.0,Semi-automatic,Petrol,2.0,1.0,2.0,3.0,Toyota
Kia Optima,11352.0,2018,49759.0,Manual,Diesel,5.0,2.0,5.0,1.6,Kia
Audi A3,33500.0,2022,13676.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Jaguar XE,15499.0,2018,31209.0,Automatic,Diesel,5.0,4.0,4.0,2.0,Jaguar
Renault Clio,13499.0,2022,2853.0,Manual,Petrol,5.0,1.0,5.0,1.0,Renault
Renault Zoe,11431.0,2020,23373.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Volkswagen Polo,12949.0,2020,16528.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Renault Zoe,12216.0,2021,7253.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Skoda Kamiq,14790.0,2021,10098.0,Manual,Petrol,5.0,1.0,5.0,1.0,Skoda
Lexus NX,19466.0,2016,28044.0,Automatic,Hybrid,5.0,4.0,5.0,2.5,Lexus
Honda Jazz,14125.0,2020,10716.0,Automatic,Petrol,5.0,2.0,5.0,1.3,Honda
Renault Clio,13299.0,2022,5718.0,Manual,Petrol,5.0,1.0,5.0,1.0,Renault
Volkswagen Golf,15995.0,2020,26041.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Citroen C3 Aircross,9000.0,2019,44088.0,Manual,Petrol,5.0,2.0,5.0,1.2,Citroen
Renault Austral,32383.0,2023,487.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.2,Renault
Toyota C-HR,15681.0,2019,59059.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Renault Captur,21096.0,2022,2188.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Renault
Skoda Octavia,14690.0,2019,27850.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Skoda
Skoda Kamiq,15790.0,2021,40370.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Skoda
MINI Countryman,15695.0,2019,24265.0,Manual,Petrol,5.0,2.0,5.0,1.5,MINI
SEAT Ateca,20795.0,2021,27080.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.5,SEAT
SEAT Arona,21000.0,2023,1998.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Ford Fiesta,7750.0,2017,46414.0,Manual,Petrol,5.0,3.0,3.0,1.0,Ford
Hyundai Kona,18646.0,2021,26904.0,Automatic,Electric,5.0,1.0,5.0,,Hyundai
Cupra Formentor,26900.0,2023,7998.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Cupra
Toyota RAV4,28990.0,2021,15787.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Hyundai i20,7749.0,2019,83943.0,Manual,Petrol,5.0,2.0,5.0,1.2,Hyundai
Cupra Leon,26000.0,2023,10.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Cupra
Nissan Qashqai,12968.0,2018,52129.0,Manual,Diesel,5.0,1.0,5.0,1.5,Nissan
Toyota RAV4,12860.0,2016,70234.0,Manual,Diesel,5.0,3.0,5.0,2.0,Toyota
Volkswagen Polo,12240.0,2018,31288.0,Manual,Petrol,5.0,2.0,5.0,1.0,Volkswagen
Peugeot 2008,14400.0,2020,8357.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Kia Sportage,24295.0,2022,12520.0,Manual,Petrol,5.0,2.0,5.0,1.6,Kia
Volkswagen Polo,22695.0,2022,11044.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Honda ZR-V,38090.0,2023,2010.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Honda
Honda Jazz,20370.0,2021,14575.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Volkswagen Touran,20990.0,2021,44751.0,Semi-automatic,Petrol,7.0,1.0,5.0,1.5,Volkswagen
Audi Q2,14568.0,2017,23800.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Renault Clio,8499.0,2018,38754.0,Manual,Petrol,5.0,2.0,5.0,0.9,Renault
Cupra Formentor,30000.0,2022,6800.0,Semi-automatic,Petrol,5.0,2.0,5.0,2.0,Cupra
Volkswagen Tiguan,23571.0,2018,35364.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.0,Volkswagen
Dacia Duster,11250.0,2020,28082.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Dacia
Ford Mustang,22850.0,2017,47739.0,Manual,Petrol,4.0,4.0,2.0,2.3,Ford
MINI Convertible,9999.0,2016,35956.0,Manual,Petrol,4.0,3.0,2.0,2.0,MINI
Hyundai Tucson,18505.0,2019,17388.0,Manual,Diesel,5.0,1.0,5.0,1.6,Hyundai
SEAT Ibiza,13000.0,2020,20035.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Peugeot 208,16152.0,2022,8844.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Kia Venga,9650.0,2016,24597.0,Automatic,Petrol,5.0,1.0,5.0,1.6,Kia
Mazda CX-30,17750.0,2020,17334.0,Manual,Petrol,5.0,1.0,5.0,2.0,Mazda
Kia Sportage,16801.0,2019,29200.0,Manual,Diesel,5.0,1.0,5.0,1.6,Kia
Honda CR-V,29695.0,2021,11928.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Honda
Dacia Duster,11241.0,2019,40019.0,Manual,Petrol,5.0,2.0,5.0,1.3,Dacia
Renault Clio,9550.0,2019,25897.0,Manual,Petrol,5.0,2.0,5.0,0.9,Renault
Honda CR-V,30258.0,2023,12567.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Honda
Honda Civic,17220.0,2020,18133.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Honda
Hyundai i10,9900.0,2017,22000.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.2,Hyundai
Peugeot 3008,11250.0,2017,61600.0,Manual,Diesel,5.0,2.0,5.0,1.6,Peugeot
Skoda Kodiaq,21990.0,2020,730.0,Automatic,Petrol,5.0,1.0,5.0,1.5,Skoda
Hyundai i10,9900.0,2017,22000.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.2,Hyundai
Vauxhall Corsa,11046.0,2021,16520.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Toyota Prius+,19240.0,2020,45124.0,Automatic,Hybrid,7.0,1.0,5.0,1.8,Toyota
Toyota RAV4,14490.0,2016,66784.0,Automatic,Petrol,5.0,2.0,5.0,2.0,Toyota
Hyundai i20,8749.0,2018,31278.0,Manual,Petrol,5.0,1.0,5.0,1.2,Hyundai
Volkswagen Polo,12290.0,2019,25960.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Dacia Duster,11241.0,2019,40019.0,Manual,Petrol,5.0,2.0,5.0,1.3,Dacia
Honda CR-V,29695.0,2021,11928.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Honda
Peugeot 3008,11250.0,2017,61600.0,Manual,Diesel,5.0,2.0,5.0,1.6,Peugeot
Mercedes-Benz C-Class,17499.0,2016,27352.0,Semi-automatic,Petrol,5.0,3.0,4.0,2.0,Mercedes-Benz
Ford EcoSport,12249.0,2020,22020.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Citroen Grand C4 Picasso,13495.0,2017,42960.0,Semi-automatic,Diesel,7.0,1.0,5.0,,Citroen
MINI Countryman,12998.0,2017,48334.0,Manual,Petrol,5.0,1.0,5.0,1.5,MINI
Vauxhall Mokka,17188.0,2021,3847.0,Manual,Petrol,5.0,2.0,5.0,1.2,Vauxhall
Renault Zoe,12294.0,2022,11301.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Dacia Duster,16688.0,2022,10752.0,Manual,Petrol,5.0,1.0,5.0,1.3,Dacia
MINI Countryman,15113.0,2017,62568.0,Semi-automatic,Hybrid,5.0,2.0,5.0,1.5,MINI
Dacia Duster,16688.0,2022,10752.0,Manual,Petrol,5.0,1.0,5.0,1.3,Dacia
Kia Ceed,16500.0,2020,19012.0,Semi-automatic,Diesel,5.0,2.0,5.0,1.6,Kia
Dacia Duster,14788.0,2021,16305.0,Manual,Petrol,5.0,1.0,5.0,1.0,Dacia
Vauxhall Mokka,7600.0,2016,44609.0,Manual,Diesel,5.0,2.0,5.0,1.6,Vauxhall
BMW 4 Series,24197.0,2019,20607.0,Semi-automatic,Diesel,4.0,2.0,2.0,3.0,BMW
SEAT Ateca,15240.0,2019,34785.0,Manual,Petrol,5.0,1.0,5.0,1.5,SEAT
Nissan Juke,25414.0,2023,9131.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Nissan
SEAT Arona,19690.0,2023,7327.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,SEAT
Nissan Juke,25212.0,2023,4197.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Nissan
Toyota Corolla,16900.0,2020,29072.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Honda HR-V,23599.0,2022,20313.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Citroen C3,14700.0,2022,11529.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Ford Fiesta,12872.0,2021,19939.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Volkswagen Tiguan,18495.0,2018,38035.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volkswagen
Audi A3,12000.0,2016,41329.0,Manual,Petrol,5.0,2.0,5.0,1.0,Audi
Hyundai Kona,15745.0,2021,23752.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Hyundai
Kia Picanto,11249.0,2020,34465.0,Manual,Petrol,5.0,2.0,5.0,1.3,Kia
Nissan Juke,12495.0,2018,21995.0,Automatic,Petrol,5.0,1.0,5.0,1.6,Nissan
Citroen C3 Aircross,18700.0,2022,5618.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Volkswagen ID.3,26001.0,2021,17500.0,Automatic,Electric,4.0,1.0,5.0,,Volkswagen
Kia ProCeed,12713.0,2017,13019.0,Manual,Petrol,5.0,2.0,3.0,1.6,Kia
Hyundai IONIQ,19073.0,2019,12342.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Hyundai
Honda HR-V,9750.0,2017,70339.0,Manual,Diesel,5.0,2.0,5.0,1.6,Honda
Volkswagen Polo,11701.0,2017,20936.0,Manual,Petrol,5.0,3.0,5.0,1.2,Volkswagen
Vauxhall Corsa,14750.0,2022,13646.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
SEAT Ibiza,14505.0,2021,14868.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Renault Clio,10710.0,2020,23498.0,Manual,Petrol,5.0,1.0,5.0,1.0,Renault
Kia Picanto,16000.0,2022,557.0,Manual,Petrol,4.0,1.0,5.0,1.0,Kia
Ford Kuga,17826.0,2021,47157.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Nissan Juke,22995.0,2023,11.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Nissan
Nissan Micra,9795.0,2019,34913.0,Manual,Petrol,5.0,1.0,5.0,1.0,Nissan
Peugeot 3008,18991.0,2022,32380.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Renault Arkana,21059.0,2022,17884.0,Semi-automatic,Hybrid,5.0,1.0,4.0,1.6,Renault
Toyota Aygo,9240.0,2019,25594.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Renault Captur,13830.0,2019,7349.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.3,Renault
Vauxhall Mokka X,11488.0,2017,18289.0,Manual,Diesel,5.0,3.0,5.0,1.6,Vauxhall
Volkswagen T-Cross,17890.0,2020,10587.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Volkswagen
SEAT Ibiza,16000.0,2020,20933.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,SEAT
Peugeot 208,15678.0,2021,15076.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
BMW 4 Series,14000.0,2017,83847.0,Semi-automatic,Diesel,4.0,2.0,2.0,2.0,BMW
Volkswagen Golf,31990.0,2023,2000.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Volkswagen
Vauxhall Corsa,11495.0,2020,16463.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Citroen C3,11700.0,2021,14625.0,Manual,Petrol,5.0,2.0,5.0,1.2,Citroen
Kia Optima,13499.0,2019,77516.0,Semi-automatic,Diesel,5.0,5.0,5.0,1.6,Kia
Citroen C3 Aircross,13295.0,2021,10404.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Toyota Aygo X,18490.0,2023,104.0,Automatic,Petrol,4.0,2.0,5.0,1.0,Toyota
Toyota Corolla,23490.0,2021,10874.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Toyota
Toyota Aygo,8995.0,2019,40322.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Dacia Sandero Stepway,9000.0,2019,10004.0,Manual,Petrol,5.0,1.0,5.0,0.9,Dacia
Kia Stonic,12965.0,2021,16350.0,Manual,Petrol,5.0,1.0,5.0,1.0,Kia
Volkswagen Polo,9831.0,2016,38108.0,Manual,Petrol,5.0,3.0,3.0,1.0,Volkswagen
Ford Kuga,14963.0,2017,52468.0,Semi-automatic,Diesel,5.0,3.0,5.0,2.0,Ford
Renault Megane E Tech,23788.0,2022,13638.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Renault Megane E Tech,23957.0,2023,10379.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Renault Clio,14388.0,2020,23279.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Renault
Audi Q2,25000.0,2021,18542.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Hyundai i20,14299.0,2022,8839.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Hyundai
Fiat 500,9590.0,2020,25029.0,Manual,Petrol,4.0,2.0,3.0,1.0,Fiat
Citroen C3,12495.0,2022,11428.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Audi A5,19500.0,2019,38480.0,Semi-automatic,Petrol,4.0,1.0,2.0,2.0,Audi
Volkswagen ID.3,23201.0,2021,17707.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Citroen C5 Aircross,13500.0,2020,34460.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Honda HR-V,26649.0,2023,5294.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Renault Captur,13088.0,2021,9672.0,Manual,Petrol,5.0,1.0,5.0,1.0,Renault
MINI Hatchback,13788.0,2019,15840.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,MINI
Hyundai Tucson,12988.0,2020,41354.0,Manual,Diesel,5.0,1.0,5.0,1.6,Hyundai
Ford EcoSport,11750.0,2020,29023.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford EcoSport,13519.0,2021,12372.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Volkswagen ID.3,32500.0,2023,3992.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Volvo XC60,16099.0,2016,60350.0,Manual,Diesel,5.0,2.0,5.0,2.4,Volvo
Hyundai i20,11299.0,2020,9085.0,Manual,Petrol,5.0,1.0,5.0,1.2,Hyundai
Hyundai Tucson,12988.0,2020,41338.0,Manual,Diesel,5.0,1.0,5.0,1.6,Hyundai
Renault Kadjar,14984.0,2019,24999.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,Renault
Hyundai i20,12249.0,2020,10736.0,Manual,Petrol,5.0,1.0,5.0,1.2,Hyundai
Mazda CX-30,16249.0,2020,25821.0,Manual,Petrol,5.0,1.0,5.0,2.0,Mazda
Renault Zoe,12888.0,2022,9094.0,Automatic,Electric,5.0,1.0,5.0,,Renault
Kia Sportage,14250.0,2018,39752.0,Manual,Petrol,5.0,2.0,5.0,1.6,Kia
Nissan Qashqai,23295.0,2021,14667.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Nissan Juke,13638.0,2021,17145.0,Manual,Petrol,5.0,1.0,5.0,1.0,Nissan
Ford Grand C-MAX,8788.0,2018,68638.0,Manual,Petrol,7.0,2.0,5.0,1.0,Ford
Mercedes-Benz A-Class,13746.0,2016,38847.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.1,Mercedes-Benz
Audi A1,13400.0,2018,49376.0,Semi-automatic,Petrol,4.0,3.0,3.0,1.4,Audi
Honda ZR-V,37600.0,2023,2678.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Honda
Kia Ceed,13000.0,2021,23570.0,Manual,Hybrid,5.0,1.0,5.0,1.6,Kia
Volkswagen Polo,16401.0,2021,11064.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Volvo XC60,16099.0,2016,60350.0,Manual,Diesel,5.0,2.0,5.0,2.4,Volvo
Ford EcoSport,13519.0,2021,12372.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Ford Grand C-MAX,8788.0,2018,68638.0,Manual,Petrol,7.0,2.0,5.0,1.0,Ford
Nissan Qashqai,23295.0,2021,14667.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Kia Sportage,14250.0,2018,39752.0,Manual,Petrol,5.0,2.0,5.0,1.6,Kia
Nissan Juke,13638.0,2021,17145.0,Manual,Petrol,5.0,1.0,5.0,1.0,Nissan
